Date,Q,S_hefs_EFO,R_hefs_EFO,obj_hefs_EFO,S_hefs_EFO_no_1997,R_hefs_EFO_no_1997,obj_hefs_EFO_no_1997,S_syn_EFO_0,R_syn_EFO_0,obj_syn_EFO_0,S_syn_EFO_1,R_syn_EFO_1,obj_syn_EFO_1,S_syn_EFO_2,R_syn_EFO_2,obj_syn_EFO_2,S_syn_EFO_3,R_syn_EFO_3,obj_syn_EFO_3,S_syn_EFO_4,R_syn_EFO_4,obj_syn_EFO_4,S_syn_EFO_5,R_syn_EFO_5,obj_syn_EFO_5,S_syn_EFO_6,R_syn_EFO_6,obj_syn_EFO_6,S_syn_EFO_7,R_syn_EFO_7,obj_syn_EFO_7,S_syn_EFO_8,R_syn_EFO_8,obj_syn_EFO_8,S_syn_EFO_9,R_syn_EFO_9,obj_syn_EFO_9,S_syn_EFO_10,R_syn_EFO_10,obj_syn_EFO_10,S_syn_EFO_11,R_syn_EFO_11,obj_syn_EFO_11,S_syn_EFO_12,R_syn_EFO_12,obj_syn_EFO_12,S_syn_EFO_13,R_syn_EFO_13,obj_syn_EFO_13,S_syn_EFO_14,R_syn_EFO_14,obj_syn_EFO_14,S_syn_EFO_15,R_syn_EFO_15,obj_syn_EFO_15,S_syn_EFO_16,R_syn_EFO_16,obj_syn_EFO_16,S_syn_EFO_17,R_syn_EFO_17,obj_syn_EFO_17,S_syn_EFO_18,R_syn_EFO_18,obj_syn_EFO_18,S_syn_EFO_19,R_syn_EFO_19,obj_syn_EFO_19,S_syn_EFO_20,R_syn_EFO_20,obj_syn_EFO_20,S_syn_EFO_21,R_syn_EFO_21,obj_syn_EFO_21,S_syn_EFO_22,R_syn_EFO_22,obj_syn_EFO_22,S_syn_EFO_23,R_syn_EFO_23,obj_syn_EFO_23,S_syn_EFO_24,R_syn_EFO_24,obj_syn_EFO_24,S_syn_EFO_25,R_syn_EFO_25,obj_syn_EFO_25,S_syn_EFO_26,R_syn_EFO_26,obj_syn_EFO_26,S_syn_EFO_27,R_syn_EFO_27,obj_syn_EFO_27,S_syn_EFO_28,R_syn_EFO_28,obj_syn_EFO_28,S_syn_EFO_29,R_syn_EFO_29,obj_syn_EFO_29,S_syn_EFO_30,R_syn_EFO_30,obj_syn_EFO_30,S_syn_EFO_31,R_syn_EFO_31,obj_syn_EFO_31,S_syn_EFO_32,R_syn_EFO_32,obj_syn_EFO_32,S_syn_EFO_33,R_syn_EFO_33,obj_syn_EFO_33,S_syn_EFO_34,R_syn_EFO_34,obj_syn_EFO_34,S_syn_EFO_35,R_syn_EFO_35,obj_syn_EFO_35,S_syn_EFO_36,R_syn_EFO_36,obj_syn_EFO_36,S_syn_EFO_37,R_syn_EFO_37,obj_syn_EFO_37,S_syn_EFO_38,R_syn_EFO_38,obj_syn_EFO_38,S_syn_EFO_39,R_syn_EFO_39,obj_syn_EFO_39,S_syn_EFO_40,R_syn_EFO_40,obj_syn_EFO_40,S_syn_EFO_41,R_syn_EFO_41,obj_syn_EFO_41,S_syn_EFO_42,R_syn_EFO_42,obj_syn_EFO_42,S_syn_EFO_43,R_syn_EFO_43,obj_syn_EFO_43,S_syn_EFO_44,R_syn_EFO_44,obj_syn_EFO_44,S_syn_EFO_45,R_syn_EFO_45,obj_syn_EFO_45,S_syn_EFO_46,R_syn_EFO_46,obj_syn_EFO_46,S_syn_EFO_47,R_syn_EFO_47,obj_syn_EFO_47,S_syn_EFO_48,R_syn_EFO_48,obj_syn_EFO_48,S_syn_EFO_49,R_syn_EFO_49,obj_syn_EFO_49,S_syn_EFO_50,R_syn_EFO_50,obj_syn_EFO_50,S_syn_EFO_51,R_syn_EFO_51,obj_syn_EFO_51,S_syn_EFO_52,R_syn_EFO_52,obj_syn_EFO_52,S_syn_EFO_53,R_syn_EFO_53,obj_syn_EFO_53,S_syn_EFO_54,R_syn_EFO_54,obj_syn_EFO_54,S_syn_EFO_55,R_syn_EFO_55,obj_syn_EFO_55,S_syn_EFO_56,R_syn_EFO_56,obj_syn_EFO_56,S_syn_EFO_57,R_syn_EFO_57,obj_syn_EFO_57,S_syn_EFO_58,R_syn_EFO_58,obj_syn_EFO_58,S_syn_EFO_59,R_syn_EFO_59,obj_syn_EFO_59,S_syn_EFO_60,R_syn_EFO_60,obj_syn_EFO_60,S_syn_EFO_61,R_syn_EFO_61,obj_syn_EFO_61,S_syn_EFO_62,R_syn_EFO_62,obj_syn_EFO_62,S_syn_EFO_63,R_syn_EFO_63,obj_syn_EFO_63,S_syn_EFO_64,R_syn_EFO_64,obj_syn_EFO_64,S_syn_EFO_65,R_syn_EFO_65,obj_syn_EFO_65,S_syn_EFO_66,R_syn_EFO_66,obj_syn_EFO_66,S_syn_EFO_67,R_syn_EFO_67,obj_syn_EFO_67,S_syn_EFO_68,R_syn_EFO_68,obj_syn_EFO_68,S_syn_EFO_69,R_syn_EFO_69,obj_syn_EFO_69,S_syn_EFO_70,R_syn_EFO_70,obj_syn_EFO_70,S_syn_EFO_71,R_syn_EFO_71,obj_syn_EFO_71,S_syn_EFO_72,R_syn_EFO_72,obj_syn_EFO_72,S_syn_EFO_73,R_syn_EFO_73,obj_syn_EFO_73,S_syn_EFO_74,R_syn_EFO_74,obj_syn_EFO_74,S_syn_EFO_75,R_syn_EFO_75,obj_syn_EFO_75,S_syn_EFO_76,R_syn_EFO_76,obj_syn_EFO_76,S_syn_EFO_77,R_syn_EFO_77,obj_syn_EFO_77,S_syn_EFO_78,R_syn_EFO_78,obj_syn_EFO_78,S_syn_EFO_79,R_syn_EFO_79,obj_syn_EFO_79,S_syn_EFO_80,R_syn_EFO_80,obj_syn_EFO_80,S_syn_EFO_81,R_syn_EFO_81,obj_syn_EFO_81,S_syn_EFO_82,R_syn_EFO_82,obj_syn_EFO_82,S_syn_EFO_83,R_syn_EFO_83,obj_syn_EFO_83,S_syn_EFO_84,R_syn_EFO_84,obj_syn_EFO_84,S_syn_EFO_85,R_syn_EFO_85,obj_syn_EFO_85,S_syn_EFO_86,R_syn_EFO_86,obj_syn_EFO_86,S_syn_EFO_87,R_syn_EFO_87,obj_syn_EFO_87,S_syn_EFO_88,R_syn_EFO_88,obj_syn_EFO_88,S_syn_EFO_89,R_syn_EFO_89,obj_syn_EFO_89,S_syn_EFO_90,R_syn_EFO_90,obj_syn_EFO_90,S_syn_EFO_91,R_syn_EFO_91,obj_syn_EFO_91,S_syn_EFO_92,R_syn_EFO_92,obj_syn_EFO_92,S_syn_EFO_93,R_syn_EFO_93,obj_syn_EFO_93,S_syn_EFO_94,R_syn_EFO_94,obj_syn_EFO_94,S_syn_EFO_95,R_syn_EFO_95,obj_syn_EFO_95,S_syn_EFO_96,R_syn_EFO_96,obj_syn_EFO_96,S_syn_EFO_97,R_syn_EFO_97,obj_syn_EFO_97,S_syn_EFO_98,R_syn_EFO_98,obj_syn_EFO_98,S_syn_EFO_99,R_syn_EFO_99,obj_syn_EFO_99,S_syn_EFO_no_1997_0,R_syn_EFO_no_1997_0,obj_syn_EFO_no_1997_0,S_syn_EFO_no_1997_1,R_syn_EFO_no_1997_1,obj_syn_EFO_no_1997_1,S_syn_EFO_no_1997_2,R_syn_EFO_no_1997_2,obj_syn_EFO_no_1997_2,S_syn_EFO_no_1997_3,R_syn_EFO_no_1997_3,obj_syn_EFO_no_1997_3,S_syn_EFO_no_1997_4,R_syn_EFO_no_1997_4,obj_syn_EFO_no_1997_4,S_syn_EFO_no_1997_5,R_syn_EFO_no_1997_5,obj_syn_EFO_no_1997_5,S_syn_EFO_no_1997_6,R_syn_EFO_no_1997_6,obj_syn_EFO_no_1997_6,S_syn_EFO_no_1997_7,R_syn_EFO_no_1997_7,obj_syn_EFO_no_1997_7,S_syn_EFO_no_1997_8,R_syn_EFO_no_1997_8,obj_syn_EFO_no_1997_8,S_syn_EFO_no_1997_9,R_syn_EFO_no_1997_9,obj_syn_EFO_no_1997_9,S_syn_EFO_no_1997_10,R_syn_EFO_no_1997_10,obj_syn_EFO_no_1997_10,S_syn_EFO_no_1997_11,R_syn_EFO_no_1997_11,obj_syn_EFO_no_1997_11,S_syn_EFO_no_1997_12,R_syn_EFO_no_1997_12,obj_syn_EFO_no_1997_12,S_syn_EFO_no_1997_13,R_syn_EFO_no_1997_13,obj_syn_EFO_no_1997_13,S_syn_EFO_no_1997_14,R_syn_EFO_no_1997_14,obj_syn_EFO_no_1997_14,S_syn_EFO_no_1997_15,R_syn_EFO_no_1997_15,obj_syn_EFO_no_1997_15,S_syn_EFO_no_1997_16,R_syn_EFO_no_1997_16,obj_syn_EFO_no_1997_16,S_syn_EFO_no_1997_17,R_syn_EFO_no_1997_17,obj_syn_EFO_no_1997_17,S_syn_EFO_no_1997_18,R_syn_EFO_no_1997_18,obj_syn_EFO_no_1997_18,S_syn_EFO_no_1997_19,R_syn_EFO_no_1997_19,obj_syn_EFO_no_1997_19,S_syn_EFO_no_1997_20,R_syn_EFO_no_1997_20,obj_syn_EFO_no_1997_20,S_syn_EFO_no_1997_21,R_syn_EFO_no_1997_21,obj_syn_EFO_no_1997_21,S_syn_EFO_no_1997_22,R_syn_EFO_no_1997_22,obj_syn_EFO_no_1997_22,S_syn_EFO_no_1997_23,R_syn_EFO_no_1997_23,obj_syn_EFO_no_1997_23,S_syn_EFO_no_1997_24,R_syn_EFO_no_1997_24,obj_syn_EFO_no_1997_24,S_syn_EFO_no_1997_25,R_syn_EFO_no_1997_25,obj_syn_EFO_no_1997_25,S_syn_EFO_no_1997_26,R_syn_EFO_no_1997_26,obj_syn_EFO_no_1997_26,S_syn_EFO_no_1997_27,R_syn_EFO_no_1997_27,obj_syn_EFO_no_1997_27,S_syn_EFO_no_1997_28,R_syn_EFO_no_1997_28,obj_syn_EFO_no_1997_28,S_syn_EFO_no_1997_29,R_syn_EFO_no_1997_29,obj_syn_EFO_no_1997_29,S_syn_EFO_no_1997_30,R_syn_EFO_no_1997_30,obj_syn_EFO_no_1997_30,S_syn_EFO_no_1997_31,R_syn_EFO_no_1997_31,obj_syn_EFO_no_1997_31,S_syn_EFO_no_1997_32,R_syn_EFO_no_1997_32,obj_syn_EFO_no_1997_32,S_syn_EFO_no_1997_33,R_syn_EFO_no_1997_33,obj_syn_EFO_no_1997_33,S_syn_EFO_no_1997_34,R_syn_EFO_no_1997_34,obj_syn_EFO_no_1997_34,S_syn_EFO_no_1997_35,R_syn_EFO_no_1997_35,obj_syn_EFO_no_1997_35,S_syn_EFO_no_1997_36,R_syn_EFO_no_1997_36,obj_syn_EFO_no_1997_36,S_syn_EFO_no_1997_37,R_syn_EFO_no_1997_37,obj_syn_EFO_no_1997_37,S_syn_EFO_no_1997_38,R_syn_EFO_no_1997_38,obj_syn_EFO_no_1997_38,S_syn_EFO_no_1997_39,R_syn_EFO_no_1997_39,obj_syn_EFO_no_1997_39,S_syn_EFO_no_1997_40,R_syn_EFO_no_1997_40,obj_syn_EFO_no_1997_40,S_syn_EFO_no_1997_41,R_syn_EFO_no_1997_41,obj_syn_EFO_no_1997_41,S_syn_EFO_no_1997_42,R_syn_EFO_no_1997_42,obj_syn_EFO_no_1997_42,S_syn_EFO_no_1997_43,R_syn_EFO_no_1997_43,obj_syn_EFO_no_1997_43,S_syn_EFO_no_1997_44,R_syn_EFO_no_1997_44,obj_syn_EFO_no_1997_44,S_syn_EFO_no_1997_45,R_syn_EFO_no_1997_45,obj_syn_EFO_no_1997_45,S_syn_EFO_no_1997_46,R_syn_EFO_no_1997_46,obj_syn_EFO_no_1997_46,S_syn_EFO_no_1997_47,R_syn_EFO_no_1997_47,obj_syn_EFO_no_1997_47,S_syn_EFO_no_1997_48,R_syn_EFO_no_1997_48,obj_syn_EFO_no_1997_48,S_syn_EFO_no_1997_49,R_syn_EFO_no_1997_49,obj_syn_EFO_no_1997_49,S_syn_EFO_no_1997_50,R_syn_EFO_no_1997_50,obj_syn_EFO_no_1997_50,S_syn_EFO_no_1997_51,R_syn_EFO_no_1997_51,obj_syn_EFO_no_1997_51,S_syn_EFO_no_1997_52,R_syn_EFO_no_1997_52,obj_syn_EFO_no_1997_52,S_syn_EFO_no_1997_53,R_syn_EFO_no_1997_53,obj_syn_EFO_no_1997_53,S_syn_EFO_no_1997_54,R_syn_EFO_no_1997_54,obj_syn_EFO_no_1997_54,S_syn_EFO_no_1997_55,R_syn_EFO_no_1997_55,obj_syn_EFO_no_1997_55,S_syn_EFO_no_1997_56,R_syn_EFO_no_1997_56,obj_syn_EFO_no_1997_56,S_syn_EFO_no_1997_57,R_syn_EFO_no_1997_57,obj_syn_EFO_no_1997_57,S_syn_EFO_no_1997_58,R_syn_EFO_no_1997_58,obj_syn_EFO_no_1997_58,S_syn_EFO_no_1997_59,R_syn_EFO_no_1997_59,obj_syn_EFO_no_1997_59,S_syn_EFO_no_1997_60,R_syn_EFO_no_1997_60,obj_syn_EFO_no_1997_60,S_syn_EFO_no_1997_61,R_syn_EFO_no_1997_61,obj_syn_EFO_no_1997_61,S_syn_EFO_no_1997_62,R_syn_EFO_no_1997_62,obj_syn_EFO_no_1997_62,S_syn_EFO_no_1997_63,R_syn_EFO_no_1997_63,obj_syn_EFO_no_1997_63,S_syn_EFO_no_1997_64,R_syn_EFO_no_1997_64,obj_syn_EFO_no_1997_64,S_syn_EFO_no_1997_65,R_syn_EFO_no_1997_65,obj_syn_EFO_no_1997_65,S_syn_EFO_no_1997_66,R_syn_EFO_no_1997_66,obj_syn_EFO_no_1997_66,S_syn_EFO_no_1997_67,R_syn_EFO_no_1997_67,obj_syn_EFO_no_1997_67,S_syn_EFO_no_1997_68,R_syn_EFO_no_1997_68,obj_syn_EFO_no_1997_68,S_syn_EFO_no_1997_69,R_syn_EFO_no_1997_69,obj_syn_EFO_no_1997_69,S_syn_EFO_no_1997_70,R_syn_EFO_no_1997_70,obj_syn_EFO_no_1997_70,S_syn_EFO_no_1997_71,R_syn_EFO_no_1997_71,obj_syn_EFO_no_1997_71,S_syn_EFO_no_1997_72,R_syn_EFO_no_1997_72,obj_syn_EFO_no_1997_72,S_syn_EFO_no_1997_73,R_syn_EFO_no_1997_73,obj_syn_EFO_no_1997_73,S_syn_EFO_no_1997_74,R_syn_EFO_no_1997_74,obj_syn_EFO_no_1997_74,S_syn_EFO_no_1997_75,R_syn_EFO_no_1997_75,obj_syn_EFO_no_1997_75,S_syn_EFO_no_1997_76,R_syn_EFO_no_1997_76,obj_syn_EFO_no_1997_76,S_syn_EFO_no_1997_77,R_syn_EFO_no_1997_77,obj_syn_EFO_no_1997_77,S_syn_EFO_no_1997_78,R_syn_EFO_no_1997_78,obj_syn_EFO_no_1997_78,S_syn_EFO_no_1997_79,R_syn_EFO_no_1997_79,obj_syn_EFO_no_1997_79,S_syn_EFO_no_1997_80,R_syn_EFO_no_1997_80,obj_syn_EFO_no_1997_80,S_syn_EFO_no_1997_81,R_syn_EFO_no_1997_81,obj_syn_EFO_no_1997_81,S_syn_EFO_no_1997_82,R_syn_EFO_no_1997_82,obj_syn_EFO_no_1997_82,S_syn_EFO_no_1997_83,R_syn_EFO_no_1997_83,obj_syn_EFO_no_1997_83,S_syn_EFO_no_1997_84,R_syn_EFO_no_1997_84,obj_syn_EFO_no_1997_84,S_syn_EFO_no_1997_85,R_syn_EFO_no_1997_85,obj_syn_EFO_no_1997_85,S_syn_EFO_no_1997_86,R_syn_EFO_no_1997_86,obj_syn_EFO_no_1997_86,S_syn_EFO_no_1997_87,R_syn_EFO_no_1997_87,obj_syn_EFO_no_1997_87,S_syn_EFO_no_1997_88,R_syn_EFO_no_1997_88,obj_syn_EFO_no_1997_88,S_syn_EFO_no_1997_89,R_syn_EFO_no_1997_89,obj_syn_EFO_no_1997_89,S_syn_EFO_no_1997_90,R_syn_EFO_no_1997_90,obj_syn_EFO_no_1997_90,S_syn_EFO_no_1997_91,R_syn_EFO_no_1997_91,obj_syn_EFO_no_1997_91,S_syn_EFO_no_1997_92,R_syn_EFO_no_1997_92,obj_syn_EFO_no_1997_92,S_syn_EFO_no_1997_93,R_syn_EFO_no_1997_93,obj_syn_EFO_no_1997_93,S_syn_EFO_no_1997_94,R_syn_EFO_no_1997_94,obj_syn_EFO_no_1997_94,S_syn_EFO_no_1997_95,R_syn_EFO_no_1997_95,obj_syn_EFO_no_1997_95,S_syn_EFO_no_1997_96,R_syn_EFO_no_1997_96,obj_syn_EFO_no_1997_96,S_syn_EFO_no_1997_97,R_syn_EFO_no_1997_97,obj_syn_EFO_no_1997_97,S_syn_EFO_no_1997_98,R_syn_EFO_no_1997_98,obj_syn_EFO_no_1997_98,S_syn_EFO_no_1997_99,R_syn_EFO_no_1997_99,obj_syn_EFO_no_1997_99
1996-12-15,36.64873524894469,0.0,64.00390625,4.42,0.0,64.00390625,5.41,0.0,59.71189498901367,4.42,0.0,61.03605270385742,4.42,0.0,60.24514389038086,6.4,0.0,75.33125305175781,5.41,0.0,60.24514389038086,5.41,0.0,65.76369222005208,5.41,0.0,74.0464096069336,5.41,0.0,67.11669921875,4.42,0.0,81.05379486083984,7.39,0.0,68.82393646240234,9.37,0.0,57.009735107421875,5.41,0.0,59.71189498901367,6.4,0.0,60.24514389038086,5.41,0.0,61.03605270385742,4.42,0.0,59.71189498901367,4.42,0.0,60.24514389038086,4.42,0.0,59.71189498901367,6.4,0.0,61.86524200439453,4.42,0.0,60.24514389038086,7.39,0.0,59.94526672363281,5.41,0.0,59.43954086303711,5.41,0.0,110.94056701660156,6.4,0.0,81.05379486083984,5.41,0.0,67.11669921875,5.41,0.0,82.20336151123047,4.42,0.0,60.24514389038086,6.4,0.0,67.11669921875,6.4,0.0,69.2027816772461,5.41,0.0,60.24514389038086,7.39,0.0,57.86595153808594,6.4,0.0,60.24514389038086,7.39,0.0,61.03605270385742,4.42,0.0,60.24514389038086,4.42,0.0,75.33125305175781,4.42,0.0,60.24514389038086,4.42,0.0,68.82393646240234,9.37,0.0,65.3643798828125,5.41,0.0,59.71189498901367,5.41,0.0,65.76369222005208,8.38,0.0,67.11669921875,5.41,0.0,67.11669921875,8.38,0.0,60.24514389038086,6.4,0.0,81.05379486083984,5.41,0.0,61.03605270385742,5.41,0.0,60.534220377604164,7.39,0.0,75.33125305175781,5.41,0.0,82.20336151123047,4.42,0.0,62.899505615234375,8.38,0.0,68.82393646240234,6.4,0.0,60.534220377604164,5.41,0.0,60.24514389038086,6.4,0.0,68.82393646240234,5.41,0.0,60.24514389038086,6.4,0.0,59.71189498901367,5.41,0.0,60.24514389038086,4.42,0.0,60.24514389038086,6.4,0.0,60.33864974975586,4.42,0.0,66.11996459960938,4.42,0.0,65.76369222005208,5.41,0.0,60.33864974975586,5.41,0.0,67.11669921875,5.41,0.0,110.94056701660156,5.41,0.0,67.11669921875,5.41,0.0,110.94056701660156,5.41,0.0,68.82393646240234,6.4,0.0,68.82393646240234,4.42,0.0,59.71189498901367,5.41,0.0,59.71189498901367,6.4,0.0,60.24514389038086,4.42,0.0,59.71189498901367,4.42,0.0,60.02146911621094,5.41,0.0,60.24514389038086,6.4,0.0,65.76369222005208,6.4,0.0,60.33864974975586,7.39,0.0,62.899505615234375,5.41,0.0,110.94056701660156,5.41,0.0,68.82393646240234,6.4,0.0,68.82393646240234,6.4,0.0,67.11669921875,7.39,0.0,110.94056701660156,4.42,0.0,60.24514389038086,6.4,0.0,67.11669921875,5.41,0.0,84.40765380859375,5.41,0.0,60.24514389038086,4.42,0.0,60.6431884765625,9.37,0.0,60.24514389038086,6.4,0.0,65.3643798828125,5.41,0.0,66.11996459960938,5.41,0.0,65.76369222005208,7.39,0.0,84.40765380859375,5.41,0.0,67.11669921875,4.42,0.0,65.76369222005208,4.42,0.0,60.24514389038086,4.42,0.0,65.76369222005208,5.41,0.0,59.71189498901367,5.41,0.0,67.11669921875,7.39,0.0,60.24514389038086,6.4,0.0,60.24514389038086,5.41,0.0,57.86595153808594,5.41,0.0,59.71189498901367,5.41,0.0,59.71189498901367,4.42,0.0,61.03605270385742,6.4,0.0,60.24514389038086,8.38,0.0,75.33125305175781,5.41,0.0,60.24514389038086,5.41,0.0,65.76369222005208,6.4,0.0,74.0464096069336,6.4,0.0,67.11669921875,5.41,0.0,81.05379486083984,8.38,0.0,68.82393646240234,10.36,0.0,57.009735107421875,5.41,0.0,59.71189498901367,7.39,0.0,60.24514389038086,5.41,0.0,61.03605270385742,5.41,0.0,59.71189498901367,4.42,0.0,60.24514389038086,5.41,0.0,59.71189498901367,6.4,0.0,61.86524200439453,4.42,0.0,60.24514389038086,8.38,0.0,59.94526672363281,6.4,0.0,59.43954086303711,5.41,0.0,110.94056701660156,6.4,0.0,81.05379486083984,5.41,0.0,67.11669921875,6.4,0.0,82.20336151123047,5.41,0.0,60.24514389038086,6.4,0.0,67.11669921875,7.39,0.0,69.2027816772461,6.4,0.0,60.24514389038086,7.39,0.0,57.86595153808594,7.39,0.0,60.24514389038086,7.39,0.0,61.03605270385742,4.42,0.0,60.24514389038086,5.41,0.0,75.33125305175781,5.41,0.0,60.24514389038086,7.39,0.0,68.82393646240234,10.36,0.0,65.3643798828125,6.4,0.0,59.71189498901367,5.41,0.0,65.76369222005208,8.38,0.0,67.11669921875,6.4,0.0,67.11669921875,8.38,0.0,60.24514389038086,6.4,0.0,81.05379486083984,6.4,0.0,61.03605270385742,6.4,0.0,60.534220377604164,9.37,0.0,75.33125305175781,5.41,0.0,82.20336151123047,6.4,0.0,62.899505615234375,8.38,0.0,68.82393646240234,8.38,0.0,60.534220377604164,5.41,0.0,60.24514389038086,7.39,0.0,68.82393646240234,7.39,0.0,60.24514389038086,6.4,0.0,59.71189498901367,6.4,0.0,60.24514389038086,5.41,0.0,60.24514389038086,7.39,0.0,60.33864974975586,4.42,0.0,66.11996459960938,5.41,0.0,65.76369222005208,5.41,0.0,60.33864974975586,6.4,0.0,67.11669921875,6.4,0.0,110.94056701660156,6.4,0.0,67.11669921875,6.4,0.0,110.94056701660156,6.4,0.0,68.82393646240234,6.4,0.0,68.82393646240234,5.41,0.0,59.71189498901367,5.41,0.0,59.71189498901367,6.4,0.0,60.24514389038086,5.41,0.0,59.71189498901367,5.41,0.0,60.02146911621094,6.4,0.0,60.24514389038086,7.39,0.0,65.76369222005208,6.4,0.0,60.33864974975586,7.39,0.0,62.899505615234375,7.39,0.0,110.94056701660156,6.4,0.0,68.82393646240234,7.39,0.0,68.82393646240234,7.39,0.0,67.11669921875,7.39,0.0,110.94056701660156,5.41,0.0,60.24514389038086,7.39,0.0,67.11669921875,5.41,0.0,84.40765380859375,5.41,0.0,60.24514389038086,5.41,0.0,60.6431884765625,9.37,0.0,60.24514389038086,6.4,0.0,65.3643798828125,5.41,0.0,66.11996459960938,6.4,0.0,65.76369222005208,8.38,0.0,84.40765380859375,5.41,0.0,67.11669921875,6.4,0.0,65.76369222005208,4.42,0.0,60.24514389038086,5.41,0.0,65.76369222005208,5.41,0.0,59.71189498901367,5.41,0.0,67.11669921875,8.38,0.0,60.24514389038086,6.4,0.0,60.24514389038086,5.41,0.0,57.86595153808594,5.41,0.0,59.71189498901367,5.41
